index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
683421,752,3,11/02/2015,416,1,0,0,0,4349.9
609473,836,5,30/08/2013,862,1,1,0,0,8377.5
495251,329,4,23/01/2014,669,1,1,0,0,7130.88
55978,427,6,19/04/2014,845,1,0,0,0,6711.97
38968,335,1,28/04/2014,3267,1,1,0,0,15050.48
9111,540,2,13/01/2015,448,1,1,0,0,5992.56
59336,708,7,24/11/2013,0,0,0,0,0,0.0
490043,215,1,15/07/2013,648,1,1,0,0,8599.44
284984,69,1,20/07/2015,1226,1,0,0,0,9698.81
385064,239,1,25/11/2013,410,1,0,0,0,4415.94
190630,697,4,26/03/2015,921,1,0,0,0,9310.08
448068,574,7,03/08/2014,0,0,0,0,0,0.0
148253,900,6,29/06/2013,436,1,0,0,0,4535.4
645118,908,2,12/11/2013,319,1,0,0,0,4306.05
164717,269,4,19/03/2015,1281,1,1,0,0,9634.72
447280,1025,6,03/08/2013,756,1,0,0,0,6011.5
635795,779,5,05/04/2013,706,1,0,0,1,6035.12
428385,345,5,13/12/2013,551,1,0,0,0,5213.57
520592,395,3,09/10/2013,518,1,1,0,0,4091.79
206211,704,3,01/01/2014,0,0,0,a,1,0.0
299664,358,1,04/11/2013,1459,1,1,0,0,14915.74
504450,716,6,07/03/2015,493,1,0,0,0,5138.7
405306,106,3,14/01/2015,894,1,1,0,0,9185.95
660165,956,6,02/08/2014,319,1,0,0,0,2496.59
682242,90,4,29/05/2014,0,0,0,a,0,0.0
116140,693,7,25/05/2014,0,0,0,0,0,0.0
624098,212,6,24/01/2015,248,1,0,0,0,2192.59
266344,913,3,01/01/2014,0,0,0,a,1,0.0
385664,636,6,28/02/2015,699,1,0,0,0,6723.78
65487,661,5,10/10/2014,673,1,1,0,0,6892.45
471062,648,4,02/05/2013,784,1,1,0,0,7240.54
419689,948,4,18/12/2014,1988,1,1,0,0,8797.23
217411,384,4,11/06/2015,1000,1,0,0,0,8333.84
34243,1014,2,06/01/2015,1885,1,1,0,1,16365.97
571472,711,3,20/11/2013,495,1,1,0,0,6198.86
549344,1067,7,08/09/2013,0,0,0,0,0,0.0
429481,80,6,24/05/2014,638,1,0,0,0,7852.48
312688,750,4,20/02/2014,403,1,1,0,0,4841.26
458841,115,3,29/05/2013,593,1,1,0,1,6272.74
77187,1042,3,02/01/2013,548,1,0,0,1,3969.97
184485,158,6,02/11/2013,726,1,0,0,0,7686.66
153473,89,3,16/10/2013,571,1,0,0,0,5118.51
196272,643,2,11/06/2013,977,1,0,0,0,7104.38
531564,1088,6,05/04/2014,298,1,0,0,0,2900.33
307540,1083,7,02/02/2014,0,0,0,0,0,0.0
562349,400,5,22/03/2013,1155,1,1,0,0,8542.56
136805,800,2,10/12/2013,475,1,0,0,0,4794.33
464922,176,3,12/06/2013,607,1,0,0,0,4597.07
411055,638,3,04/09/2013,432,1,0,0,1,4643.96
94959,901,2,02/09/2014,803,1,1,0,0,8544.72
106676,959,4,06/02/2014,740,1,1,0,1,7064.38
225519,687,7,27/01/2013,0,0,0,0,0,0.0
364251,228,2,14/10/2014,502,1,0,0,1,6016.09
589769,826,3,13/11/2013,685,1,0,0,0,6084.76
301307,803,6,04/07/2015,443,1,0,0,0,5216.71
194666,1033,7,22/09/2013,0,0,0,0,0,0.0
284611,248,3,29/01/2014,874,1,0,0,0,6204.26
177655,1089,6,04/07/2015,908,1,0,0,0,9159.76
60503,689,3,26/02/2014,576,1,0,0,0,4799.08
127194,409,7,07/04/2013,0,0,0,0,0,0.0
278767,710,7,26/07/2015,0,0,0,0,0,0.0
190184,432,2,09/07/2013,1597,1,0,0,1,10194.33
159204,435,5,17/05/2013,448,1,1,0,0,3944.52
44356,530,2,23/12/2014,694,1,0,0,1,6483.86
361782,70,3,15/10/2014,531,1,0,0,0,4628.85
509624,461,7,07/12/2014,0,0,0,0,0,0.0
173705,763,6,05/04/2014,580,1,0,0,0,5989.67
298596,995,2,11/03/2014,631,1,0,0,0,6369.81
33481,125,2,26/08/2014,1561,1,0,0,0,10771.66
102050,808,7,06/10/2013,0,0,0,0,0,0.0
11660,55,3,01/01/2014,0,0,0,a,1,0.0
395683,971,3,18/12/2013,1339,1,1,0,0,14007.12
390855,258,2,23/06/2015,487,1,0,0,0,4650.71
696426,961,5,13/09/2013,785,1,1,0,0,7549.84
494831,218,4,30/05/2013,0,0,1,a,1,0.0
558049,676,3,01/04/2015,1897,1,1,0,1,9097.87
155617,545,5,29/11/2013,1040,1,0,0,0,9586.53
469573,855,5,31/05/2013,767,1,1,0,1,8089.27
378764,210,3,03/12/2014,362,1,1,0,0,3576.74
665178,476,4,07/02/2013,685,1,1,0,1,6160.5
49601,1082,4,26/09/2013,1037,1,1,0,0,6923.62
634207,339,1,29/12/2014,740,1,0,0,1,7267.85
249831,236,1,24/03/2014,881,1,0,0,0,6593.86
420782,371,5,22/08/2014,541,1,1,0,1,6831.51
223578,422,2,25/03/2014,402,1,0,0,0,3535.2
113519,154,4,02/05/2013,850,1,1,0,0,9039.88
672484,326,1,14/10/2013,351,1,0,0,1,3674.23
308325,652,1,06/05/2013,603,1,0,0,0,5140.81
155493,469,6,25/04/2015,1343,1,0,0,0,10537.6
284339,1050,3,24/04/2013,416,1,1,0,0,4561.14
400882,555,3,12/03/2014,319,1,0,0,0,3205.86
42923,779,2,26/03/2013,957,1,1,0,0,9189.18
98228,706,3,01/01/2014,0,0,0,a,1,0.0
299633,843,4,04/04/2013,1127,1,0,0,1,8580.67
180526,245,3,21/05/2014,1180,1,1,0,0,9526.18
420224,454,3,01/07/2015,968,1,1,0,0,9613.75
162689,745,2,07/10/2014,820,1,1,0,0,8435.88
466966,811,3,13/11/2013,572,1,0,0,0,4123.16
332340,972,6,27/12/2014,239,1,0,0,0,2192.36
349697,1017,6,06/06/2015,650,1,0,0,0,5733.15
256325,626,4,26/06/2014,674,1,0,0,0,6482.67
505782,237,3,16/10/2013,592,1,0,0,0,4555.76
271300,228,1,02/09/2013,626,1,0,0,1,7191.22
298389,608,1,06/07/2015,867,1,0,0,0,8099.26
385075,479,4,16/05/2013,1259,1,1,0,1,10330.69
38101,1089,4,18/04/2013,849,1,0,0,0,7495.98
55889,1007,4,18/06/2015,805,1,1,0,0,7698.61
34620,21,2,27/01/2015,543,1,1,0,0,6669.06
380846,514,5,22/02/2013,575,1,1,0,0,5433.94
87837,1090,4,16/01/2014,678,1,0,0,0,5561.5
297854,180,4,06/11/2014,933,1,1,0,0,7983.11
463083,886,4,20/02/2014,701,1,1,0,0,7448.89
356905,956,4,25/04/2013,560,1,1,0,0,4340.83
651728,387,5,22/08/2014,1118,1,1,0,0,9167.24
368026,246,7,19/05/2013,0,0,0,0,0,0.0
295984,801,6,04/04/2015,764,1,0,0,0,8445.14
350463,519,1,07/01/2013,637,1,1,0,0,7039.65
529409,889,4,29/05/2014,0,0,0,a,0,0.0
343434,102,7,01/06/2014,0,0,0,0,0,0.0
130982,931,6,20/06/2015,403,1,0,0,0,3578.93
512715,255,7,24/03/2013,0,0,0,0,0,0.0
170814,718,1,25/08/2014,713,1,0,0,1,6215.56
30954,944,6,14/12/2013,2187,1,0,0,0,13245.84
635445,96,2,07/05/2013,576,1,0,0,0,5091.79
488580,952,3,20/02/2013,464,1,1,0,0,5773.01
474638,554,1,23/12/2013,689,1,0,0,1,6388.53
548360,1112,3,08/04/2015,688,1,0,0,1,6945.62
518463,208,2,23/04/2013,409,1,1,0,0,3447.27
638812,841,5,04/10/2013,538,1,0,0,0,4595.18
2815,15,3,09/01/2013,608,1,1,0,0,5870.79
69615,174,1,17/03/2014,471,1,1,0,0,5886.94
639098,751,3,15/10/2014,496,1,0,0,1,4369.37
52669,823,5,29/03/2013,0,0,1,b,1,0.0
329387,867,6,01/02/2014,351,1,0,0,0,3311.7
211462,47,3,18/02/2015,1114,1,1,0,0,9809.62
195242,703,3,06/02/2013,410,1,1,0,0,4256.87
148498,812,2,16/04/2013,739,1,0,0,0,5871.74
588317,943,5,30/05/2014,747,1,0,0,0,6948.6
306813,726,2,28/07/2015,1133,1,1,0,1,11550.76
622458,214,2,29/01/2013,496,1,0,0,0,5530.08
632638,403,7,10/11/2013,0,0,0,0,0,0.0
687154,1088,6,21/09/2013,294,1,0,0,0,3005.77
294568,337,4,05/02/2015,376,1,1,0,0,4863.81
486467,778,6,08/03/2014,696,1,0,0,0,5728.24
272538,299,7,26/10/2014,351,1,0,0,0,2982.6
34557,401,7,25/01/2015,0,0,0,0,0,0.0
617396,899,3,27/08/2014,492,1,0,0,1,4182.67
676474,802,5,16/01/2015,549,1,1,0,0,7244.18
199982,772,3,03/12/2014,528,1,1,0,0,5770.16
587912,1083,3,30/07/2014,429,1,1,0,1,5897.25
461818,1027,4,07/05/2015,1719,1,1,0,0,14713.25
507175,630,7,12/10/2014,0,0,0,0,0,0.0
340237,620,5,16/05/2014,678,1,0,0,0,6206.3
480307,953,5,27/09/2013,588,1,1,0,0,7186.13
479345,347,3,12/03/2014,319,1,0,0,0,3716.28
698588,133,1,02/02/2015,1045,1,1,0,1,11798.79
420385,421,5,30/08/2013,1252,1,1,0,0,11569.6
243828,343,3,09/07/2014,606,1,0,0,1,5755.88
578730,168,5,10/10/2014,847,1,1,0,0,8344.06
117880,706,1,17/02/2014,617,1,1,0,0,7367.71
427745,748,1,20/04/2015,398,1,0,0,0,4094.49
222057,679,6,24/08/2013,804,1,0,0,0,6263.72
575862,460,3,10/07/2013,340,1,0,0,0,3317.61
537967,1023,6,04/01/2014,641,1,0,0,0,6220.58
442149,708,4,11/12/2014,571,1,0,0,0,6053.52
647955,378,2,09/06/2015,996,1,0,0,0,6668.43
158760,10,7,20/01/2013,0,0,0,0,0,0.0
638737,911,7,14/04/2013,0,0,0,0,0,0.0
90747,445,6,29/03/2014,2201,1,0,0,0,12006.17
218634,286,3,11/06/2014,423,1,0,0,0,4265.8
369951,610,4,01/08/2013,512,1,1,0,1,5319.03
366298,560,6,22/03/2014,1879,1,0,0,0,15035.25
596144,881,2,28/07/2015,608,1,1,0,1,6579.46
629585,370,3,06/11/2013,593,1,1,0,0,7142.18
255413,571,7,20/04/2014,0,0,0,0,0,0.0
476925,606,2,04/11/2014,700,1,1,0,0,7453.15
68166,714,4,03/01/2013,235,1,0,0,1,2569.62
646014,757,6,14/02/2015,504,1,0,0,0,5249.69
166105,569,1,06/07/2015,755,1,0,0,0,5612.59
512238,288,5,18/01/2013,351,1,0,0,0,4144.62
547290,17,2,23/09/2014,764,1,0,0,0,5212.65
114112,242,7,05/05/2013,0,0,0,0,0,0.0
661105,526,2,31/03/2015,1815,1,1,0,1,15319.51
691115,256,6,15/03/2014,1133,1,0,0,0,8402.53
435453,286,6,16/05/2015,133,1,0,0,0,1299.3
469647,433,4,05/09/2013,649,1,0,0,0,4996.77
336517,34,6,31/01/2015,972,1,0,0,0,9480.02
498085,790,1,11/05/2015,625,1,0,0,0,5919.47
6588,1027,2,14/04/2015,1880,1,1,0,0,16377.51
380741,897,6,21/06/2014,369,1,0,0,0,3493.14
275971,427,5,15/05/2015,791,1,0,0,0,8593.23
36562,642,4,16/10/2014,338,1,0,0,1,3027.51
454121,677,7,24/05/2015,0,0,0,0,0,0.0
575097,76,6,29/03/2014,925,1,0,0,0,8025.89
447807,970,1,24/11/2014,545,1,1,0,0,5621.2
574260,582,3,01/07/2015,930,1,1,0,0,9831.66
609177,36,1,31/03/2014,1285,1,1,0,0,12885.21
492144,371,3,27/11/2013,444,1,0,0,0,4685.7
511235,322,6,20/07/2013,223,1,0,0,0,1986.84
184615,228,6,08/03/2014,598,1,0,0,0,7170.0
330403,307,6,22/06/2013,172,1,0,0,0,1544.32
653317,234,5,19/09/2014,974,1,1,0,0,9000.53
246128,428,3,12/02/2014,392,1,0,0,0,4098.5
599278,210,7,29/06/2014,0,0,0,0,0,0.0
414113,431,4,13/02/2014,945,1,0,0,0,7742.53
45935,699,6,15/03/2014,908,1,0,0,0,7691.71
241383,1024,3,05/03/2014,762,1,1,0,0,6654.96
602865,138,2,24/12/2013,418,1,0,0,1,4007.18
617205,831,3,29/04/2015,1886,1,1,0,0,16338.65
131092,1079,1,07/07/2014,625,1,0,0,0,6951.13
380861,357,6,25/10/2014,844,1,0,0,0,6277.28
515895,702,3,25/06/2014,291,1,0,0,0,3173.08
338068,958,2,13/08/2013,732,1,1,0,0,6235.1
258167,354,3,05/03/2014,685,1,1,0,0,8171.71
407606,346,1,20/07/2015,619,1,0,0,1,6522.8
556321,555,3,25/12/2013,0,0,0,c,1,0.0
551492,486,7,31/08/2014,0,0,0,0,0,0.0
587644,303,4,22/08/2013,576,1,0,0,1,4694.34
607099,352,5,10/05/2013,769,1,0,0,1,7830.52
269490,807,2,13/05/2014,873,1,0,0,0,8127.02
197116,150,7,19/05/2013,0,0,0,0,0,0.0
661145,683,2,12/05/2015,790,1,0,0,0,6168.85
672553,144,7,10/05/2015,0,0,0,0,0,0.0
313629,78,3,10/06/2015,429,1,0,0,0,3444.06
307895,579,3,22/05/2013,765,1,0,0,0,6160.88
501739,450,1,11/02/2013,1035,1,0,0,0,7325.64
219828,176,1,04/08/2014,823,1,1,0,1,8223.26
134982,703,1,23/02/2015,322,1,0,0,0,2647.06
388899,579,6,17/08/2013,851,1,0,0,0,6687.36
236544,526,3,23/01/2013,1510,1,1,0,0,11436.09
704952,417,5,24/10/2014,778,1,1,0,0,7296.29
197283,831,7,30/06/2013,0,0,0,0,0,0.0
409378,997,3,28/01/2015,426,1,1,0,0,5599.4
207218,788,1,20/07/2015,1764,1,0,0,1,16344.1
499535,20,1,05/01/2015,1019,1,1,0,1,10591.5
246159,281,3,17/12/2014,662,1,1,0,0,8177.3
684827,1031,1,23/02/2015,338,1,0,0,0,3446.4
155689,4,6,16/11/2013,1454,1,0,0,0,10347.4
612296,384,1,14/04/2014,1257,1,1,0,0,12745.92
479489,11,5,13/02/2015,1093,1,0,0,0,7766.27
687780,870,1,21/10/2013,1009,1,1,0,0,9579.85
207879,229,1,14/01/2013,588,1,0,0,0,5709.89
281657,828,5,27/03/2015,565,1,0,0,0,5145.35
418138,273,5,24/07/2015,571,1,0,0,1,5114.34
215925,463,2,10/06/2014,716,1,0,0,1,5737.53
677878,414,1,26/08/2013,614,1,1,0,0,7566.02
522320,331,4,31/07/2014,886,1,1,0,1,8951.47
601711,323,2,24/09/2013,570,1,1,0,0,5789.05
114690,699,6,22/06/2013,973,1,0,0,0,8053.61
710611,468,2,13/08/2013,871,1,1,0,0,8257.09
588133,248,2,15/04/2014,1434,1,1,0,0,11834.12
501113,881,4,27/06/2013,465,1,0,0,0,3463.8
315049,16,3,18/06/2014,968,1,1,0,1,9071.25
289918,133,4,22/05/2014,750,1,1,0,0,6758.67
595255,1090,1,11/03/2013,642,1,0,0,0,5579.42
333270,597,7,30/03/2014,0,0,0,0,0,0.0
96731,173,1,11/02/2013,1049,1,0,0,0,7916.27
54212,640,3,31/07/2013,1022,1,1,0,1,11999.87
685605,722,1,13/07/2015,1338,1,1,0,0,13928.39
625605,199,7,02/06/2013,0,0,0,0,0,0.0
468052,319,4,09/04/2015,733,1,0,0,1,6317.8
470494,2,5,31/01/2014,550,1,0,0,0,5137.79
381072,373,4,06/02/2014,298,1,1,0,0,4231.32
235850,255,4,26/03/2015,516,1,0,0,0,5041.94
619221,108,2,19/02/2013,721,1,1,0,0,7547.22
267951,214,3,28/05/2014,855,1,0,0,0,7684.81
630466,754,1,08/09/2014,821,1,0,0,0,7415.77
218715,397,7,23/02/2014,0,0,0,0,0,0.0
156990,391,7,18/08/2013,0,0,0,0,0,0.0
626402,592,1,22/12/2014,829,1,0,0,1,9116.82
566814,348,6,21/06/2014,635,1,0,0,0,7170.64
341794,157,3,16/10/2013,855,1,0,0,0,6991.06
373420,234,6,03/05/2014,1044,1,0,0,0,9731.66
229044,422,2,14/04/2015,432,1,1,0,1,4851.03
696697,931,7,09/02/2014,0,0,0,0,0,0.0
506339,158,7,24/11/2013,0,0,0,0,0,0.0
345429,489,1,09/02/2015,502,1,0,0,1,4532.62
502772,261,5,28/11/2014,1110,1,1,0,0,12141.33
491377,732,7,12/01/2014,0,0,0,0,0,0.0
67000,300,7,08/09/2013,0,0,0,0,0,0.0
603410,165,4,18/06/2015,396,1,1,0,0,4335.11
518245,753,4,21/03/2013,908,1,1,0,0,8401.91
241499,785,2,14/05/2013,516,1,1,0,0,5486.11
503235,2,2,28/04/2015,678,1,1,0,0,6885.13
476527,1051,3,08/04/2015,1043,1,0,0,1,7498.77
596124,251,6,16/02/2013,2334,1,0,0,0,14642.88
191116,975,7,01/02/2015,0,0,0,0,0,0.0
161752,281,2,21/04/2015,406,1,0,0,0,4102.86
598558,620,1,03/06/2013,777,1,1,0,0,8812.42
360435,631,6,30/08/2014,678,1,0,0,0,6286.7
421364,604,1,24/06/2013,572,1,0,0,0,6066.27
35641,807,3,22/05/2013,873,1,0,0,0,7923.39
111535,545,1,05/01/2015,1370,1,1,0,1,14769.95
653872,341,2,17/06/2014,876,1,1,0,0,7681.31
250587,393,3,22/07/2015,438,1,0,0,1,4082.97
227148,505,6,12/01/2013,477,1,0,0,0,5119.11
662952,529,4,23/10/2014,687,1,1,0,1,7020.69
591597,782,5,14/06/2013,491,1,0,0,0,4987.91
301803,190,6,14/03/2015,598,1,0,0,0,6680.16
216082,680,2,13/01/2015,756,1,1,0,0,6242.13
139703,517,7,08/06/2014,0,0,0,0,0,0.0
262761,750,6,12/10/2013,418,1,0,0,0,4333.28
27909,732,5,18/04/2014,0,0,1,b,1,0.0
466873,383,6,04/10/2014,2496,1,0,0,0,15190.88
701477,741,5,22/08/2014,773,1,1,0,1,7192.2
308062,675,7,18/08/2013,0,0,0,0,0,0.0
635579,225,3,13/05/2015,660,1,0,0,0,5903.81
361091,117,4,23/07/2015,367,1,0,0,1,3425.73
277990,926,3,10/06/2015,439,1,0,0,0,5246.65
321892,29,2,19/11/2013,682,1,1,0,0,7194.42
282685,82,5,27/09/2013,910,1,1,0,0,8524.18
505966,780,3,07/01/2015,718,1,1,0,0,6588.34
536056,509,4,21/08/2014,486,1,1,0,1,5904.68
57691,622,6,03/08/2013,372,1,0,0,0,3445.39
55714,944,6,02/11/2013,1521,1,0,0,0,9732.33
670162,938,3,14/05/2014,859,1,0,0,0,7423.51
621752,681,4,21/08/2014,504,1,1,0,1,4603.65
549101,825,6,15/03/2014,479,1,0,0,0,5090.66
247836,71,5,20/12/2013,1253,1,1,0,0,13147.89
46601,719,6,08/06/2013,447,1,0,0,0,4806.01
87876,426,3,03/04/2013,606,1,0,0,1,4830.79
100633,208,7,10/03/2013,0,0,0,0,0,0.0
652606,819,4,18/09/2014,547,1,1,0,0,5954.88
410395,609,7,29/06/2014,0,0,0,0,0,0.0
91921,305,3,06/08/2014,482,1,1,0,1,5248.2
274949,100,2,09/04/2013,668,1,1,0,0,7344.29
672712,961,7,08/03/2015,0,0,0,0,0,0.0
96014,105,5,10/04/2015,469,1,0,0,1,4480.08
98651,666,2,08/01/2013,629,1,1,0,0,6937.64
686261,993,4,14/05/2015,0,0,0,a,0,0.0
403839,143,2,21/04/2015,453,1,0,0,0,4469.06
226647,370,1,30/03/2015,851,1,1,0,1,11020.1
610785,1082,2,18/11/2014,1099,1,0,0,0,6936.13
456467,310,7,23/11/2014,0,0,0,0,0,0.0
660454,207,3,26/11/2014,1557,1,1,0,0,14065.95
168023,68,5,19/07/2013,1070,1,1,0,1,6879.07
354077,871,3,22/10/2014,432,1,1,0,1,5229.67
522909,657,3,02/04/2014,926,1,1,0,0,9065.91
207367,748,7,28/06/2015,0,0,0,0,0,0.0
605072,991,5,11/07/2014,482,1,0,0,1,4977.03
302795,858,4,26/09/2013,388,1,1,0,0,3964.6
415606,392,4,23/01/2014,698,1,1,0,0,7056.64
674136,643,2,26/02/2013,859,1,0,0,0,5953.03
167008,681,3,16/01/2013,330,1,0,0,0,2619.83
404519,843,7,26/01/2014,0,0,0,0,0,0.0
649181,828,2,05/02/2013,697,1,1,0,1,6490.03
13883,310,1,12/05/2014,658,1,0,0,0,6575.68
50992,554,6,02/11/2013,381,1,0,0,0,3391.34
632424,1010,1,22/07/2013,667,1,0,0,1,6004.3
93271,848,6,01/03/2014,655,1,0,0,0,5538.7
684680,399,4,01/08/2013,650,1,1,0,1,6696.83
446635,392,4,09/01/2014,735,1,1,0,0,7211.1
645143,986,4,07/02/2013,1403,1,1,0,0,10760.29
693971,68,4,30/07/2015,976,1,1,0,1,10377.74
245807,300,3,08/01/2014,893,1,1,0,1,8823.96
303087,1096,3,25/09/2013,576,1,1,0,0,4750.53
597865,164,7,14/07/2013,0,0,0,0,0,0.0
533007,529,1,18/02/2013,877,1,1,0,0,9029.14
406979,262,2,14/10/2014,2810,1,0,0,1,9830.56
60319,453,1,06/10/2014,1191,1,1,0,0,10967.45
66716,985,5,26/07/2013,665,1,0,0,1,6145.54
352227,94,5,10/05/2013,719,1,0,0,0,6347.79
646467,235,5,24/04/2015,452,1,0,0,0,4582.57
169153,899,2,15/01/2013,586,1,0,0,0,4887.99
513162,965,6,17/01/2015,791,1,0,0,0,6859.18
10642,442,1,17/02/2014,533,1,1,0,0,5904.4
642004,990,4,17/04/2014,843,1,1,0,0,7064.59
360868,198,3,03/07/2013,422,1,1,0,0,4787.04
426384,429,1,25/05/2015,0,0,0,a,0,0.0
210187,205,6,10/01/2015,807,1,0,0,0,7098.19
215170,955,6,10/08/2013,355,1,0,0,0,2865.67
509787,386,1,24/02/2014,550,1,0,0,0,5767.07
645781,699,7,02/02/2014,0,0,0,0,0,0.0
193290,647,4,02/01/2014,683,1,0,0,1,5985.25
544654,152,6,12/10/2013,388,1,0,0,0,3273.0
86325,145,2,13/01/2015,1321,1,1,0,0,11340.37
289710,907,6,09/05/2015,972,1,0,0,0,8415.63
60997,60,5,22/05/2015,816,1,1,0,0,8854.38
637856,197,4,23/05/2013,678,1,0,0,0,4940.92
407822,942,5,01/08/2014,523,1,1,0,1,5926.12
154180,776,6,29/03/2014,385,1,0,0,0,3710.9
225044,509,7,19/04/2015,0,0,0,0,0,0.0
560247,408,5,14/11/2014,444,1,1,0,0,4823.42
355178,253,2,18/11/2014,566,1,0,0,0,4506.43
380460,730,2,17/09/2013,1068,1,0,0,0,8142.06
276728,25,3,22/10/2014,1400,1,1,0,0,10737.11
58694,349,3,02/07/2014,875,1,1,0,0,8381.31
177400,485,3,14/01/2015,405,1,1,0,0,4694.68
516680,107,7,08/02/2015,0,0,0,0,0,0.0
583558,511,5,25/04/2014,770,1,0,0,0,5400.47
665753,464,1,16/09/2013,1135,1,0,0,0,8444.65
70668,438,1,29/04/2013,598,1,1,0,0,7210.17
642664,774,1,13/04/2015,901,1,1,0,1,8087.37
279452,828,1,15/12/2014,936,1,1,0,0,9448.47
292658,177,1,22/09/2014,541,1,0,0,0,4243.44
233199,746,6,10/05/2014,575,1,0,0,0,5742.74
453647,1059,6,06/07/2013,871,1,0,0,0,7119.8
356675,939,5,08/11/2013,680,1,1,0,0,6922.22
515295,641,5,05/09/2014,586,1,1,0,0,6113.72
293412,605,5,06/02/2015,589,1,1,0,0,7074.02
328915,880,2,25/02/2014,794,1,0,0,0,6602.29
451092,1006,2,29/04/2014,1016,1,1,0,0,8120.24
423896,33,6,02/05/2015,1135,1,0,0,0,10389.19
370894,738,4,18/04/2013,585,1,0,0,0,6395.79
504270,939,4,19/06/2014,0,0,1,a,0,0.0
310594,981,1,08/04/2013,998,1,1,0,0,10284.4
289565,872,7,09/11/2014,0,0,0,0,0,0.0
627667,298,3,11/02/2015,593,1,0,0,0,5512.3
536962,962,7,15/09/2013,0,0,0,0,0,0.0
516527,898,3,16/01/2013,655,1,0,0,0,5297.37
476371,847,1,22/09/2014,812,1,0,0,0,6158.51
665929,326,6,06/12/2014,522,1,0,0,0,5415.34
484376,512,1,23/03/2015,1384,1,0,0,0,5931.7
14157,871,5,28/11/2014,617,1,1,0,0,7585.74
328050,206,5,22/03/2013,800,1,1,0,0,6784.47
524482,947,5,14/03/2014,1015,1,0,0,0,7077.34
151799,977,7,21/06/2015,0,0,0,0,0,0.0
550670,385,6,01/02/2014,716,1,0,0,0,7498.68
205844,367,7,08/06/2014,0,0,0,0,0,0.0
378653,1097,6,05/07/2014,1912,1,0,0,0,7082.47
142204,700,2,03/03/2015,662,1,1,0,0,6772.46
218819,237,7,15/03/2015,0,0,0,0,0,0.0
642706,324,6,26/10/2013,380,1,0,0,0,3467.2
116660,1104,7,28/04/2013,0,0,0,0,0,0.0
709291,17,6,28/02/2015,383,1,0,0,0,3533.85
583149,666,2,21/05/2013,580,1,0,0,1,5556.89
73408,378,1,11/03/2013,609,1,0,0,0,5005.32
149669,520,6,22/11/2014,331,1,0,0,0,2965.68
175224,1097,1,10/02/2014,2395,1,0,0,0,7767.08
539853,441,1,09/12/2013,614,1,0,0,0,5605.03
588254,330,3,31/12/2014,338,1,0,0,1,2596.7
175870,923,2,01/04/2014,670,1,1,0,0,6256.29
582204,130,4,23/07/2015,522,1,0,0,0,5197.63
544817,800,7,17/03/2013,0,0,0,0,0,0.0
423337,792,5,30/08/2013,799,1,1,0,1,7712.86
574225,672,3,10/07/2013,1231,1,0,0,0,7261.23
538683,167,4,29/01/2015,1069,1,1,0,0,10011.49
163882,587,4,16/04/2015,728,1,1,0,0,9326.85
365296,1068,6,09/02/2013,312,1,0,0,0,4041.04
682454,762,1,27/07/2015,572,1,1,0,0,7145.14
365438,148,7,08/06/2014,0,0,0,0,0,0.0
60740,996,2,08/07/2014,628,1,0,0,0,5286.39
133790,625,6,14/09/2013,382,1,0,0,0,3617.48
700517,325,3,03/04/2013,612,1,0,0,1,5300.7
283826,760,3,08/05/2013,1351,1,0,0,0,8323.12
645124,609,4,27/11/2014,582,1,1,0,0,6213.99
226423,644,7,10/05/2015,0,0,0,0,0,0.0
157097,544,7,14/12/2014,0,0,0,0,0,0.0
364529,160,7,29/06/2014,0,0,0,0,0,0.0
645064,287,3,07/01/2015,909,1,1,0,0,8753.35
600232,217,4,12/12/2013,638,1,0,0,0,5670.48
436862,958,1,20/05/2013,0,0,0,a,0,0.0
397080,164,6,10/08/2013,378,1,0,0,0,3461.36
385969,307,7,18/05/2014,0,0,0,0,0,0.0
254378,275,6,07/02/2015,731,1,0,0,0,7379.32
681400,204,2,12/03/2013,518,1,0,0,0,4685.15
111587,653,3,18/02/2015,487,1,1,0,0,5554.19
194749,667,1,24/02/2014,699,1,0,0,0,6395.34
312810,1038,6,06/06/2015,555,1,0,0,0,5728.63
435460,832,5,19/04/2013,555,1,0,0,0,5408.13
355871,123,3,08/07/2015,1056,1,0,0,0,7877.11
573803,323,4,21/03/2013,554,1,1,0,1,5641.36
479940,760,3,17/09/2014,1223,1,1,0,0,8167.99
443651,587,1,17/03/2014,819,1,1,0,0,10715.19
128173,546,1,05/05/2014,2066,1,1,0,0,16726.27
626666,1037,4,09/04/2015,863,1,0,0,1,6585.2
561265,1023,7,21/12/2014,0,0,0,0,0,0.0
648589,1024,3,11/03/2015,641,1,0,0,0,5244.95
423938,729,1,10/03/2014,995,1,0,0,0,8569.43
674517,922,4,06/06/2013,662,1,1,0,0,6138.21
273844,624,4,02/10/2014,881,1,1,0,0,8642.0
140709,372,2,20/08/2013,610,1,0,0,1,6392.69
545390,551,3,17/04/2013,795,1,0,0,0,5623.51
136905,675,7,06/01/2013,0,0,0,0,0,0.0
480583,961,6,08/03/2014,668,1,0,0,0,5664.87
348332,22,4,23/01/2014,539,1,1,0,0,5235.18
442362,143,3,11/09/2013,595,1,1,0,0,6465.58
424825,1066,3,15/05/2013,1053,1,1,0,0,10153.26
298938,584,1,15/09/2014,482,1,1,0,0,5842.32
